taxon,h1_count,h1_entropy,h1_total_persistence,h1_mean_lifetime,h1_max_lifetime,max_betti1,composite_impact
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme,0.0,0.0037481984104155153,-0.009480476379394531,-0.00020171226339137094,0.0,0.0,-0.2733725680745659
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi,0.0,0.006988867796382525,0.07666683197021484,0.0016312091908556314,0.0,0.0,0.14153762597139133
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum,0.0,-0.0005852874196636826,-0.0023244619369506836,-4.9456636956400624e-05,0.0,0.0,-0.2636395320081531
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum,-2.0,-0.04256273594762083,-0.056418806314468384,0.0007139440339594058,0.0,0.0,-0.7668423669530959
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA,0.0,0.006551672237574913,0.010859131813049316,0.0002310453577244534,0.0,1.0,0.044024681092023975
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,0.0,0.023489195730037604,0.0952601432800293,0.0020268115591495564,0.0,1.0,0.5244769182436427
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,0.0,-0.010344008767259716,-0.19171303510665894,-0.0040790007469501885,0.0,0.0,-1.1899449226081658
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,1.0,0.009782018245942048,0.00618588924407959,-0.000859024842286088,0.0,0.0,-0.15873368518388978
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum,1.0,0.09158135094872755,0.026105642318725586,-0.000425986731967698,0.0,3.0,0.9993003400562271
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum,2.0,0.060227548241240214,0.1007280945777893,0.00020724512442910764,0.0,1.0,0.7725231643393565
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,2.0,0.011144892457681799,0.006228148937225342,-0.001892753667583423,0.0,0.0,-0.14666169797827222
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta,0.0,-0.0033504194373046303,-0.0048927366733551025,-0.0001041007802841526,0.0,0.0,-0.2903483055215579
