taxon,h1_count,h1_entropy,h1_total_persistence,h1_mean_lifetime,h1_max_lifetime,max_betti1,composite_impact
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum,1.0,0.022198098102173436,0.013631761074066162,-0.0005067843671252084,0.0,0.0,-0.0952365904064801
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile,-2.0,-0.030935136287658427,-0.03189820051193237,0.0008350714187492225,0.0,-2.0,-0.9387485014779768
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum,1.0,0.01801110082488666,0.013634145259857178,-0.000506724762480433,0.0,0.0,-0.11451003171309726
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA,0.0,0.0008468621762252049,-0.001420736312866211,-3.4652105191858296e-05,0.0,0.0,-0.2577564173162956
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii,0.0,-0.006136832774630285,-0.03901565074920654,-0.0009516012377855237,-0.00990206003189087,-1.0,-1.4487831081627707
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus,1.0,0.02328162746513751,0.04358610510826111,0.00024207423372966247,0.0,0.0,0.16309299194930063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,2.0,0.0513492841439791,0.03574216365814209,-0.0008221566117950496,0.0,2.0,0.5479060565836095
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,2.0,0.042444613222821115,0.0792427659034729,0.00029324344577753153,0.0,1.0,0.6861349785328751
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,0.0,0.0,0.0,0.0,0.0,0.0,-0.249827972448157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale,2.0,0.05855847623914334,0.06416821479797363,-9.328350564552501e-05,0.0,2.0,0.8254285441113643
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum,0.0,0.01889656453010602,0.012714564800262451,0.0003101113365917632,0.0,0.0,-0.056876101106284084
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31,0.0,0.005850879982504775,-0.029359400272369385,-0.0007160829334724242,0.0,0.0,-0.4673491254434021
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum,1.0,0.03461512906793329,0.04427248239517212,0.0002592336659024419,0.0,1.0,0.41571928865234087
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,3.0,0.04893630992842679,0.08270180225372314,-0.0005002001321973773,0.0,1.0,0.6754098169024534
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified,-1.0,-0.029461450905889475,-0.027488350868225098,0.00015273297359165439,0.0,0.0,-0.5567107122571524
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica,-1.0,-0.01685087027288734,-0.01072758436203003,0.0005517988427867701,0.0,-1.0,-0.555706325297792
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta,0.0,-0.017868321133689857,-0.054380178451538086,-0.0013263458158911737,0.0,0.0,-0.7850000424335707
